"","Time","Temperature"
"110","2013-01-03 02:10:00",71.6
"111","2013-01-03 02:30:00",64
"112","2013-01-03 02:40:00",71.6
"113","2013-01-03 03:10:00",69.8
"114","2013-01-03 03:40:00",69.8
"115","2013-01-03 04:10:00",69.8
"116","2013-01-03 04:40:00",69.8
"117","2013-01-03 05:10:00",69.8
"118","2013-01-03 05:30:00",64
"119","2013-01-03 05:40:00",69.8
"120","2013-01-03 06:10:00",69.8
"121","2013-01-03 06:40:00",68
"122","2013-01-03 07:10:00",68
"123","2013-01-03 07:40:00",68
"124","2013-01-03 08:10:00",68
"125","2013-01-03 08:30:00",64
"126","2013-01-03 08:40:00",69.8
"127","2013-01-03 09:10:00",71.6
"128","2013-01-03 10:40:00",78.8
"129","2013-01-03 11:30:00",80
"130","2013-01-03 11:40:00",80.6
"131","2013-01-03 12:10:00",80.6
"132","2013-01-03 12:40:00",80.6
"133","2013-01-03 13:10:00",80.6
"134","2013-01-03 13:40:00",82.4
"135","2013-01-03 14:10:00",82.4
"136","2013-01-03 14:30:00",84
"137","2013-01-03 14:40:00",82.4
"138","2013-01-03 15:10:00",82.4
"139","2013-01-03 15:40:00",82.4
"140","2013-01-03 16:10:00",82.4
"141","2013-01-03 16:40:00",82.4
"142","2013-01-03 17:10:00",80.6
"143","2013-01-03 17:30:00",81
"144","2013-01-03 18:10:00",77
"145","2013-01-03 18:40:00",77
"146","2013-01-03 19:10:00",77
"147","2013-01-03 19:40:00",75.2
"148","2013-01-03 20:10:00",75.2
"149","2013-01-03 20:30:00",73
"150","2013-01-03 20:40:00",75.2
"151","2013-01-03 21:10:00",73.4
"152","2013-01-03 21:40:00",73.4
"153","2013-01-03 22:10:00",73.4
"154","2013-01-03 22:40:00",71.6
"155","2013-01-03 23:10:00",69.8
"156","2013-01-03 23:30:00",67
"157","2013-01-03 23:40:00",69.8
"158","2013-01-04 00:10:00",69.8
"159","2013-01-04 00:40:00",69.8
"160","2013-01-04 01:10:00",68
"161","2013-01-04 01:40:00",68
"162","2013-01-04 02:10:00",68
"163","2013-01-04 02:30:00",59
"164","2013-01-04 02:40:00",68
"165","2013-01-04 03:10:00",68
"166","2013-01-04 03:40:00",64.4
"167","2013-01-04 04:10:00",64.4
"168","2013-01-04 04:40:00",66.2
"169","2013-01-04 05:10:00",64.4
"170","2013-01-04 05:30:00",56
"171","2013-01-04 05:40:00",62.6
"172","2013-01-04 06:40:00",62.6
"173","2013-01-04 07:10:00",62.6
"174","2013-01-04 07:40:00",62.6
"175","2013-01-04 08:30:00",59
"176","2013-01-04 08:40:00",69.8
"177","2013-01-04 09:40:00",75.2
"178","2013-01-04 10:10:00",77
"179","2013-01-04 11:10:00",78.8
"180","2013-01-04 11:30:00",80
"181","2013-01-04 11:40:00",80.6
"182","2013-01-04 12:10:00",80.6
"183","2013-01-04 12:40:00",82.4
"184","2013-01-04 13:10:00",84.2
"185","2013-01-04 13:40:00",82.4
"186","2013-01-04 14:10:00",82.4
"187","2013-01-04 14:30:00",83
"188","2013-01-04 14:40:00",82.4
"189","2013-01-04 15:10:00",82.4
"190","2013-01-04 16:10:00",80.6
"191","2013-01-04 16:40:00",78.8
"192","2013-01-04 17:10:00",78.8
"193","2013-01-04 17:30:00",78
"194","2013-01-04 17:40:00",77
"195","2013-01-04 18:10:00",77
"196","2013-01-04 18:40:00",75.2
"197","2013-01-04 19:10:00",75.2
"198","2013-01-04 19:40:00",73.4
"199","2013-01-04 20:10:00",73.4
"200","2013-01-04 20:30:00",71
"201","2013-01-04 20:40:00",73.4
"202","2013-01-04 21:10:00",73.4
"203","2013-01-04 21:40:00",73.4
"204","2013-01-04 22:10:00",71.6
"205","2013-01-04 22:40:00",71.6
"206","2013-01-04 23:10:00",71.6
"207","2013-01-04 23:30:00",64
"208","2013-01-04 23:40:00",69.8
"209","2013-01-05 00:10:00",69.8
"210","2013-01-05 00:40:00",69.8
"211","2013-01-05 01:10:00",69.8
"212","2013-01-05 01:40:00",68
"213","2013-01-05 02:10:00",66.2
"214","2013-01-05 02:30:00",58
"215","2013-01-05 02:40:00",66.2
"216","2013-01-05 03:10:00",66.2
"217","2013-01-05 03:40:00",66.2
"218","2013-01-05 04:10:00",66.2
"219","2013-01-05 04:40:00",66.2
"220","2013-01-05 05:10:00",66.2
"221","2013-01-05 05:40:00",64.4
"222","2013-01-05 06:10:00",64.4
"223","2013-01-05 06:40:00",64.4
"224","2013-01-05 07:10:00",62.6
"225","2013-01-05 07:40:00",62.6
"226","2013-01-05 08:10:00",64.4
"227","2013-01-05 08:30:00",58
"228","2013-01-05 08:40:00",68
"229","2013-01-05 09:10:00",69.8
"230","2013-01-05 09:40:00",73.4
"231","2013-01-05 10:10:00",75.2
"232","2013-01-05 10:40:00",75.2
"233","2013-01-05 11:10:00",77
"234","2013-01-05 11:30:00",78
"235","2013-01-05 11:40:00",78.8
"236","2013-01-05 12:10:00",78.8
"237","2013-01-05 12:40:00",80.6
"238","2013-01-05 13:10:00",80.6
"239","2013-01-05 13:40:00",80.6
"240","2013-01-05 14:10:00",80.6
"241","2013-01-05 14:30:00",82
"242","2013-01-05 14:40:00",80.6
"243","2013-01-05 15:10:00",80.6
"244","2013-01-05 15:40:00",80.6
"245","2013-01-05 16:10:00",80.6
"246","2013-01-05 16:40:00",78.8
"247","2013-01-05 17:10:00",78.8
"248","2013-01-05 17:30:00",78
"249","2013-01-05 17:40:00",77
"250","2013-01-05 18:10:00",75.2
"251","2013-01-05 18:40:00",75.2
"252","2013-01-05 19:10:00",75.2
"253","2013-01-05 20:10:00",73.4
"254","2013-01-05 20:30:00",72
"255","2013-01-05 20:40:00",73.4
"256","2013-01-05 21:40:00",71.6
"257","2013-01-05 22:40:00",69.8
"258","2013-01-05 23:10:00",69.8
"259","2013-01-05 23:30:00",59
"260","2013-01-05 23:40:00",69.8
"261","2013-01-06 00:10:00",69.8
"262","2013-01-06 00:40:00",68
"263","2013-01-06 01:10:00",66.2
"264","2013-01-06 01:40:00",64.4
"265","2013-01-06 02:10:00",62.6
"266","2013-01-06 02:30:00",54
"267","2013-01-06 02:40:00",62.6
"268","2013-01-06 03:10:00",62.6
"269","2013-01-06 03:40:00",62.6
"270","2013-01-06 04:10:00",62.6
"271","2013-01-06 04:40:00",60.8
"272","2013-01-06 05:10:00",60.8
"273","2013-01-06 05:30:00",53
"274","2013-01-06 05:40:00",60.8
"275","2013-01-06 06:10:00",60.8
"276","2013-01-06 06:40:00",59
"277","2013-01-06 07:10:00",59
"278","2013-01-06 07:40:00",60.8
"279","2013-01-06 08:30:00",54
"280","2013-01-06 08:40:00",66.2
"281","2013-01-06 10:10:00",75.2
"282","2013-01-06 10:40:00",77
"283","2013-01-06 11:10:00",77
"284","2013-01-06 11:30:00",77
"285","2013-01-06 11:40:00",78.8
"286","2013-01-06 12:10:00",77
"287","2013-01-06 13:10:00",78.8
"288","2013-01-06 13:40:00",78.8
"289","2013-01-06 14:10:00",78.8
"290","2013-01-06 14:30:00",81
"291","2013-01-06 14:40:00",78.8
"292","2013-01-06 15:40:00",78.8
"293","2013-01-06 16:10:00",78.8
"294","2013-01-06 16:40:00",78.8
"295","2013-01-06 17:30:00",78
"296","2013-01-06 17:40:00",77
"297","2013-01-06 18:10:00",75.2
"298","2013-01-06 18:40:00",73.4
"299","2013-01-06 19:10:00",73.4
"300","2013-01-06 20:10:00",73.4
"301","2013-01-06 20:30:00",69
"302","2013-01-06 20:40:00",73.4
"303","2013-01-06 21:10:00",73.4
"304","2013-01-06 21:40:00",73.4
"305","2013-01-06 22:10:00",71.6
"306","2013-01-06 22:40:00",69.8
"307","2013-01-06 23:10:00",69.8
"308","2013-01-06 23:30:00",63
"309","2013-01-06 23:40:00",69.8
"310","2013-01-07 00:10:00",68
"311","2013-01-07 00:40:00",68
"312","2013-01-07 01:10:00",66.2
"313","2013-01-07 01:40:00",66.2
"314","2013-01-07 02:10:00",64.4
"315","2013-01-07 02:30:00",58
"316","2013-01-07 02:40:00",64.4
"317","2013-01-07 03:10:00",66.2
"318","2013-01-07 03:40:00",64.4
"319","2013-01-07 04:10:00",62.6
"320","2013-01-07 04:40:00",60.8
"321","2013-01-07 05:10:00",60.8
"322","2013-01-07 05:30:00",55
"323","2013-01-07 06:10:00",60.8
"324","2013-01-07 06:40:00",60.8
"325","2013-01-07 07:10:00",60.8
"326","2013-01-07 07:40:00",59
"327","2013-01-07 08:30:00",57
"328","2013-01-07 09:40:00",71.6
"329","2013-01-07 10:40:00",75.2
"330","2013-01-07 11:10:00",77
"331","2013-01-07 11:30:00",81
"332","2013-01-07 11:40:00",78.8
"333","2013-01-07 12:10:00",80.6
"334","2013-01-07 12:40:00",82.4
"335","2013-01-07 13:10:00",82.4
"336","2013-01-07 13:40:00",80.6
"337","2013-01-07 14:10:00",80.6
"338","2013-01-07 14:30:00",84
"339","2013-01-07 14:40:00",80.6
"340","2013-01-07 15:10:00",80.6
"341","2013-01-07 15:40:00",80.6
"342","2013-01-07 16:10:00",80.6
"343","2013-01-07 16:40:00",80.6
"344","2013-01-07 17:10:00",78.8
"345","2013-01-07 17:30:00",79
"346","2013-01-07 17:40:00",78.8
"347","2013-01-07 18:10:00",77
"348","2013-01-07 18:40:00",75.2
"349","2013-01-07 19:10:00",75.2
"350","2013-01-07 20:10:00",75.2
"351","2013-01-07 20:30:00",72
"352","2013-01-07 20:40:00",73.4
"353","2013-01-07 21:10:00",73.4
"354","2013-01-07 21:40:00",73.4
"355","2013-01-07 22:10:00",71.6
"356","2013-01-07 22:40:00",69.8
"357","2013-01-07 23:30:00",62
"358","2013-01-07 23:40:00",69.8
"359","2013-01-08 00:10:00",69.8
"360","2013-01-08 00:40:00",68
"361","2013-01-08 01:40:00",66.2
"362","2013-01-08 02:10:00",64.4
"363","2013-01-08 02:30:00",59
"364","2013-01-08 02:40:00",68
"365","2013-01-08 03:10:00",68
"366","2013-01-08 03:40:00",66.2
"367","2013-01-08 04:10:00",66.2
"368","2013-01-08 05:10:00",66.2
"369","2013-01-08 05:30:00",64
"370","2013-01-08 05:40:00",66.2
"371","2013-01-08 06:10:00",68
"372","2013-01-08 06:40:00",69.8
"373","2013-01-08 07:10:00",68
"374","2013-01-08 07:40:00",68
"375","2013-01-08 08:10:00",69.8
"376","2013-01-08 08:30:00",68
"377","2013-01-08 08:40:00",71.6
"378","2013-01-08 09:10:00",73.4
"379","2013-01-08 10:10:00",77
"380","2013-01-08 10:40:00",78.8
"381","2013-01-08 11:10:00",80.6
"382","2013-01-08 11:30:00",84
"383","2013-01-08 11:40:00",82.4
"384","2013-01-08 12:40:00",86
"385","2013-01-08 13:10:00",87.8
"386","2013-01-08 13:40:00",87.8
"387","2013-01-08 14:10:00",87.8
"388","2013-01-08 14:30:00",90
"389","2013-01-08 14:40:00",86
"390","2013-01-08 15:10:00",86
"391","2013-01-08 16:10:00",84.2
"392","2013-01-08 16:40:00",84.2
"393","2013-01-08 17:10:00",82.4
"394","2013-01-08 17:30:00",82
"395","2013-01-08 17:40:00",80.6
"396","2013-01-08 18:10:00",78.8
"397","2013-01-08 18:40:00",78.8
"398","2013-01-08 19:10:00",77
"399","2013-01-08 19:40:00",77
"400","2013-01-08 20:10:00",77
"401","2013-01-08 20:30:00",72
"402","2013-01-08 20:40:00",77
"403","2013-01-08 21:10:00",77
"404","2013-01-08 21:40:00",77
"405","2013-01-08 22:10:00",73.4
"406","2013-01-08 22:40:00",71.6
"407","2013-01-08 23:10:00",71.6
"408","2013-01-08 23:30:00",65
"409","2013-01-08 23:40:00",71.6
"410","2013-01-09 00:10:00",69.8
"411","2013-01-09 01:10:00",69.8
"412","2013-01-09 01:40:00",69.8
"413","2013-01-09 02:10:00",68
"414","2013-01-09 02:30:00",62
"415","2013-01-09 02:40:00",68
"416","2013-01-09 03:10:00",68
"417","2013-01-09 03:40:00",68
"418","2013-01-09 04:10:00",69.8
"419","2013-01-09 04:40:00",68
"420","2013-01-09 05:10:00",68
"421","2013-01-09 05:30:00",66
"422","2013-01-09 05:40:00",68
"423","2013-01-09 06:10:00",68
"424","2013-01-09 06:40:00",68
"425","2013-01-09 07:10:00",68
"426","2013-01-09 08:30:00",64
"427","2013-01-09 09:40:00",78.8
"428","2013-01-09 10:10:00",78.8
"429","2013-01-09 10:40:00",82.4
"430","2013-01-09 11:10:00",84.2
"431","2013-01-09 11:30:00",85
"432","2013-01-09 11:40:00",84.2
"433","2013-01-09 12:10:00",86
"434","2013-01-09 12:40:00",87.8
"435","2013-01-09 13:10:00",89.6
"436","2013-01-09 14:10:00",89.6
"437","2013-01-09 14:30:00",93
"438","2013-01-09 14:40:00",91.4
"439","2013-01-09 15:10:00",91.4
"440","2013-01-09 15:40:00",89.6
"441","2013-01-09 16:10:00",91.4
"442","2013-01-09 16:40:00",89.6
"443","2013-01-09 17:10:00",87.8
"444","2013-01-09 17:30:00",84
"445","2013-01-09 18:10:00",82.4
"446","2013-01-09 18:40:00",82.4
"447","2013-01-09 19:10:00",82.4
"448","2013-01-09 19:40:00",80.6
"449","2013-01-09 20:10:00",80.6
"450","2013-01-09 20:30:00",78
"451","2013-01-09 20:40:00",80.6
"452","2013-01-09 21:10:00",78.8
"453","2013-01-09 21:40:00",78.8
"454","2013-01-09 22:10:00",78.8
"455","2013-01-09 22:40:00",78.8
"456","2013-01-09 23:10:00",77
"457","2013-01-09 23:30:00",71
"458","2013-01-09 23:40:00",75.2
"459","2013-01-10 00:10:00",73.4
"460","2013-01-10 00:40:00",73.4
"461","2013-01-10 01:10:00",71.6
"462","2013-01-10 01:40:00",71.6
"463","2013-01-10 02:10:00",71.6
"464","2013-01-10 02:30:00",66
"465","2013-01-10 02:40:00",69.8
"466","2013-01-10 03:10:00",69.8
"467","2013-01-10 03:40:00",73.4
"468","2013-01-10 05:30:00",64
"469","2013-01-10 05:40:00",69.8
"470","2013-01-10 06:10:00",69.8
"471","2013-01-10 06:40:00",69.8
"472","2013-01-10 07:10:00",69.8
"473","2013-01-10 07:40:00",68
"474","2013-01-10 08:30:00",63
"475","2013-01-10 09:40:00",78.8
"476","2013-01-10 10:40:00",82.4
"477","2013-01-10 11:10:00",84.2
"478","2013-01-10 11:30:00",86
"479","2013-01-10 11:40:00",84.2
"480","2013-01-10 12:10:00",84.2
"481","2013-01-10 12:40:00",86
"482","2013-01-10 13:10:00",86
"483","2013-01-10 13:40:00",86
"484","2013-01-10 14:10:00",84.2
"485","2013-01-10 14:30:00",86
"486","2013-01-10 14:40:00",84.2
"487","2013-01-10 15:10:00",84.2
"488","2013-01-10 15:40:00",84.2
"489","2013-01-10 16:10:00",84.2
"490","2013-01-10 16:40:00",82.4
"491","2013-01-10 17:10:00",82.4
"492","2013-01-10 17:30:00",82
"493","2013-01-10 17:40:00",82.4
"494","2013-01-10 18:10:00",78.8
"495","2013-01-10 18:40:00",78.8
"496","2013-01-10 19:40:00",77
"497","2013-01-10 20:10:00",75.2
"498","2013-01-10 20:30:00",74
"499","2013-01-10 20:40:00",75.2
"500","2013-01-10 21:10:00",75.2
"501","2013-01-10 21:40:00",75.2
"502","2013-01-10 22:10:00",75.2
"503","2013-01-10 22:40:00",75.2
"504","2013-01-10 23:10:00",73.4
"505","2013-01-10 23:40:00",73.4
"506","2013-01-11 00:10:00",73.4
"507","2013-01-11 01:10:00",71.6
"508","2013-01-11 01:40:00",69.8
"509","2013-01-11 02:30:00",64
"510","2013-01-11 02:40:00",69.8
"511","2013-01-11 03:10:00",69.8
"512","2013-01-11 04:40:00",75.2
"513","2013-01-11 05:10:00",75.2
"514","2013-01-11 05:30:00",72
"515","2013-01-11 05:40:00",75.2
"516","2013-01-11 06:10:00",75.2
"517","2013-01-11 06:40:00",75.2
"518","2013-01-11 07:10:00",75.2
"519","2013-01-11 07:40:00",75.2
"520","2013-01-11 08:10:00",77
"521","2013-01-11 08:30:00",74
"522","2013-01-11 08:40:00",78.8
"523","2013-01-11 09:10:00",78.8
"524","2013-01-11 09:40:00",80.6
"525","2013-01-11 10:10:00",82.4
"526","2013-01-11 10:40:00",84.2
"527","2013-01-11 11:10:00",86
"528","2013-01-11 11:30:00",86
"529","2013-01-11 11:40:00",87.8
"530","2013-01-11 12:10:00",87.8
"531","2013-01-11 12:40:00",89.6
"532","2013-01-11 13:10:00",89.6
"533","2013-01-11 13:40:00",91.4
"534","2013-01-11 14:10:00",91.4
"535","2013-01-11 14:30:00",93
"536","2013-01-11 14:40:00",89.6
"537","2013-01-11 15:10:00",89.6
"538","2013-01-11 15:40:00",87.8
"539","2013-01-11 16:10:00",86
"540","2013-01-11 16:40:00",86
"541","2013-01-11 17:10:00",86
"542","2013-01-11 17:30:00",84
"543","2013-01-11 17:40:00",84.2
"544","2013-01-11 18:10:00",82.4
"545","2013-01-11 19:10:00",80.6
"546","2013-01-11 19:40:00",80.6
"547","2013-01-11 20:10:00",80.6
"548","2013-01-11 20:30:00",77
"549","2013-01-11 20:40:00",80.6
"550","2013-01-11 21:10:00",78.8
"551","2013-01-11 21:40:00",78.8
"552","2013-01-11 22:40:00",77
"553","2013-01-11 23:10:00",73.4
"554","2013-01-11 23:30:00",68
"555","2013-01-11 23:40:00",73.4
"556","2013-01-12 00:10:00",73.4
"557","2013-01-12 01:10:00",73.4
"558","2013-01-12 01:40:00",73.4
"559","2013-01-12 02:10:00",73.4
"560","2013-01-12 02:30:00",70
"561","2013-01-12 02:40:00",77
"562","2013-01-12 03:10:00",77
"563","2013-01-12 04:10:00",77
"564","2013-01-12 04:40:00",75.2
"565","2013-01-12 05:10:00",73.4
"566","2013-01-12 05:30:00",71
"567","2013-01-12 05:40:00",75.2
"568","2013-01-12 06:40:00",75.2
"569","2013-01-12 07:10:00",77
"570","2013-01-12 07:40:00",77
"571","2013-01-12 08:30:00",72
"572","2013-01-12 08:40:00",77
"573","2013-01-12 10:10:00",84.2
"574","2013-01-12 10:40:00",84.2
"575","2013-01-12 11:10:00",84.2
"576","2013-01-12 11:30:00",87
"577","2013-01-12 12:10:00",87.8
"578","2013-01-12 12:40:00",89.6
"579","2013-01-12 13:10:00",89.6
"580","2013-01-12 13:40:00",89.6
"581","2013-01-12 14:10:00",89.6
"582","2013-01-12 14:30:00",92
"583","2013-01-12 14:40:00",89.6
"584","2013-01-12 15:10:00",89.6
"585","2013-01-12 15:40:00",89.6
"586","2013-01-12 16:10:00",87.8
"587","2013-01-12 16:40:00",86
"588","2013-01-12 17:10:00",86
"589","2013-01-12 17:30:00",84
"590","2013-01-12 17:40:00",84.2
"591","2013-01-12 18:10:00",84.2
"592","2013-01-12 19:10:00",78.8
"593","2013-01-12 19:40:00",78.8
"594","2013-01-12 20:10:00",78.8
"595","2013-01-12 20:30:00",73
"596","2013-01-12 20:40:00",78.8
"597","2013-01-12 21:10:00",78.8
"598","2013-01-12 21:40:00",77
"599","2013-01-12 22:10:00",77
"600","2013-01-12 22:40:00",75.2
"601","2013-01-12 23:10:00",75.2
"602","2013-01-12 23:30:00",68
"603","2013-01-13 00:10:00",75.2
"604","2013-01-13 00:40:00",75.2
"605","2013-01-13 01:10:00",73.4
"606","2013-01-13 01:40:00",73.4
"607","2013-01-13 02:10:00",73.4
"608","2013-01-13 02:30:00",64
"609","2013-01-13 03:10:00",71.6
"610","2013-01-13 03:40:00",73.4
"611","2013-01-13 04:10:00",71.6
"612","2013-01-13 04:40:00",69.8
"613","2013-01-13 05:30:00",63
"614","2013-01-13 05:40:00",69.8
"615","2013-01-13 06:10:00",69.8
"616","2013-01-13 06:40:00",69.8
"617","2013-01-13 07:10:00",69.8
"618","2013-01-13 07:40:00",69.8
"619","2013-01-13 08:30:00",63
"620","2013-01-13 10:10:00",84.2
"621","2013-01-13 10:40:00",86
"622","2013-01-13 11:10:00",86
"623","2013-01-13 11:30:00",86
"624","2013-01-13 11:40:00",87.8
"625","2013-01-13 12:10:00",89.6
"626","2013-01-13 12:40:00",89.6
"627","2013-01-13 14:10:00",87.8
"628","2013-01-13 14:30:00",92
"629","2013-01-13 14:40:00",89.6
"630","2013-01-13 15:10:00",89.6
"631","2013-01-13 15:40:00",89.6
"632","2013-01-13 16:10:00",89.6
"633","2013-01-13 16:40:00",89.6
"634","2013-01-13 17:10:00",87.8
"635","2013-01-13 17:30:00",87
"636","2013-01-13 17:40:00",86
"637","2013-01-13 18:10:00",84.2
"638","2013-01-13 19:10:00",80.6
"639","2013-01-13 19:40:00",82.4
"640","2013-01-13 20:30:00",75
"641","2013-01-13 20:40:00",80.6
"642","2013-01-13 21:10:00",80.6
"643","2013-01-13 21:40:00",80.6
"644","2013-01-13 22:10:00",80.6
"645","2013-01-13 22:40:00",77
"646","2013-01-13 23:10:00",73.4
"647","2013-01-13 23:30:00",66
"648","2013-01-13 23:40:00",73.4
"649","2013-01-14 00:10:00",71.6
"650","2013-01-14 00:40:00",71.6
"651","2013-01-14 01:10:00",71.6
"652","2013-01-14 01:40:00",71.6
"653","2013-01-14 02:10:00",69.8
"654","2013-01-14 02:30:00",63
"655","2013-01-14 02:40:00",69.8
"656","2013-01-14 03:10:00",69.8
"657","2013-01-14 03:40:00",71.6
"658","2013-01-14 04:10:00",71.6
"659","2013-01-14 04:40:00",73.4
"660","2013-01-14 05:10:00",73.4
"661","2013-01-14 05:30:00",67
"662","2013-01-14 06:10:00",71.6
"663","2013-01-14 06:40:00",69.8
"664","2013-01-14 07:10:00",68
"665","2013-01-14 08:10:00",69.8
"666","2013-01-14 08:30:00",64
"667","2013-01-14 10:40:00",84.2
"668","2013-01-14 11:10:00",84.2
"669","2013-01-14 11:40:00",86
"670","2013-01-14 12:10:00",87.8
"671","2013-01-14 12:40:00",87.8
"672","2013-01-14 13:10:00",87.8
"673","2013-01-14 13:40:00",87.8
"674","2013-01-14 14:30:00",90
"675","2013-01-14 14:40:00",89.6
"676","2013-01-14 15:40:00",86
"677","2013-01-14 16:10:00",86
"678","2013-01-14 16:40:00",86
"679","2013-01-14 17:30:00",86
"680","2013-01-14 17:40:00",84.2
"681","2013-01-14 18:10:00",82.4
"682","2013-01-14 18:40:00",82.4
"683","2013-01-14 19:10:00",80.6
"684","2013-01-14 19:40:00",80.6
"685","2013-01-14 20:10:00",78.8
"686","2013-01-14 20:30:00",77
"687","2013-01-14 20:40:00",78.8
"688","2013-01-14 21:10:00",77
"689","2013-01-14 21:40:00",77
"690","2013-01-14 22:10:00",75.2
"691","2013-01-14 22:40:00",75.2
"692","2013-01-14 23:10:00",75.2
"693","2013-01-14 23:30:00",68
"694","2013-01-14 23:40:00",73.4
"695","2013-01-15 00:10:00",73.4
"696","2013-01-15 00:40:00",73.4
"697","2013-01-15 01:10:00",73.4
"698","2013-01-15 01:40:00",73.4
"699","2013-01-15 02:10:00",73.4
"700","2013-01-15 02:30:00",67
"701","2013-01-15 02:40:00",73.4
"702","2013-01-15 03:10:00",73.4
"703","2013-01-15 03:40:00",73.4
"704","2013-01-15 05:10:00",71.6
"705","2013-01-15 05:30:00",62
"706","2013-01-15 05:40:00",69.8
"707","2013-01-15 06:10:00",71.6
"708","2013-01-15 06:40:00",68
"709","2013-01-15 07:40:00",66.2
"710","2013-01-15 08:10:00",68
"711","2013-01-15 08:30:00",62
"712","2013-01-15 10:10:00",80.6
"713","2013-01-15 10:40:00",82.4
"714","2013-01-15 11:10:00",84.2
"715","2013-01-15 11:30:00",86
"716","2013-01-15 11:40:00",86
"717","2013-01-15 12:40:00",84.2
"718","2013-01-15 13:10:00",84.2
"719","2013-01-15 13:40:00",86
"720","2013-01-15 14:30:00",87
"721","2013-01-15 14:40:00",86
